,quantity,month,city,평균기온(°C),일강수량(mm),일 최심신적설(cm),최대 순간 풍속(m/s),최저 해면기압(hPa),,합계 일조 시간(hr)
4332,17408800,11,군산,6.1,13.8,0,11.8,1017.6,,0
4333,16274850,11,군산,1.3,26.3,0,15.4,1015.4,,0.9
4334,19537050,11,군산,0.3,3.4,0,4.1,1019.7,,0
4335,22476150,11,군산,3.3,0,0,4.6,1028.5,,2.4
4336,25149400,11,군산,7.4,0.4,0,4.8,1023.8,,5
4337,21433500,11,군산,7.6,0.2,0,7.5,1022.9,,7.5
4338,18835200,12,군산,5,0,0,4,1023,,9.2
4339,16589450,12,군산,8.3,3.1,0,13.2,1013.2,,0
4340,16140650,12,군산,4.7,1.6,0,19.7,1013.4,,2.5
4341,18172800,12,군산,3.9,1,0,10.9,1018.2,,1.4
4342,19644150,12,군산,6.9,0,0,9.6,1023.8,,1.4
4343,21204350,12,군산,3.1,0,0,4.7,1027.2,,4.8
4344,18649150,12,군산,2.7,0,0,5.9,1029.2,,8.9
4345,16624550,12,군산,3.5,0,0,5.1,1031.5,,9.2
4346,16053550,12,군산,7.2,0,0,5.6,1025.9,,5.2
4347,13314050,12,군산,9.3,12.8,0,7.1,1011.5,,0
4348,17387800,12,군산,7.7,0,0,8.1,1011.2,,0
4349,16765850,12,군산,6.8,0,0,7.3,1022.5,,1.2
4350,19402700,12,군산,8.9,0,0,6.2,1021.6,,5.7
4351,16026800,12,군산,7.3,5.9,0,6.8,1017.8,,0
4352,16541300,12,군산,7.4,0.2,0,10.3,1018.2,,1.7
4353,12473350,12,군산,1.4,8.1,0,14.7,1018,,1.3
4354,14401500,12,군산,-1.2,0,0,10.6,1023.3,,5.9
4355,14910050,12,군산,0.3,0,0,5,1031.2,,2.4
4356,15789300,12,군산,3.5,0,0,5.1,1033.3,,8.2
4357,17229700,12,군산,2.6,0.4,0,2.7,1026.5,,0
4358,17659100,12,군산,5.7,1.5,0,11.1,1023.8,,6
4359,14084400,12,군산,4.3,0.8,0,8.2,1024.6,,6.5
4360,13845650,12,군산,6.1,2.9,0,4.1,1020.6,,0.5
4361,14961350,12,군산,3.2,0,0,9.4,1019.5,,5.4
4362,15884000,12,군산,1.9,0,0,7,1019.5,,9.1
4363,17758350,12,군산,5.5,0,0,8.3,1018.1,,6.7
4364,16366399,12,군산,-1.2,0,0,8.6,1025.5,,9.2
4365,16435900,12,군산,-1.5,0,0,7.9,1032.6,,6.5
4366,14742900,12,군산,-0.5,0,0,4.9,1032,,7.2
4367,14421400,12,군산,2.4,5,0,9.4,1026.7,,5.4
4368,17841550,12,군산,2.5,0,0,7.1,1027.2,,7.3
7956,31180850,1,김해시,-3.6,0,0,16.5,1019,,8.9
7957,39969750,1,김해시,-3.1,0,0,13,1021.3,,9.1
7958,44447050,1,김해시,-1.1,0,0,8.6,1020,,8.9
7959,57476850,1,김해시,4.3,0,0,5,1016.4,,8.7
7960,53902750,1,김해시,5.8,1,0,4,1010.4,,3.9
7961,46927050,1,김해시,5.6,11.5,0,10.7,1006.1,,8.5
7962,46827550,1,김해시,-0.9,0,0,11.5,1016.2,,7.6
7963,45215300,1,김해시,-1.3,0,0,9.1,1022.1,,9
7964,43686350,1,김해시,0.6,0,0,9.3,1022.5,,8.8
7965,44846800,1,김해시,1.8,0,0,8,1022.4,,9
7966,55159000,1,김해시,1.9,0,0,14,1019.5,,8.2
7967,52980900,1,김해시,0.4,0,0,7.9,1027.7,,9
7968,47853150,1,김해시,2.6,0,0,5.1,1031.9,,6.6
7969,43233800,1,김해시,3.3,2.5,0,5,1021.2,,0
7970,49608000,1,김해시,5.9,0.5,0,8.4,1018.7,,3.3
7971,44109650,1,김해시,4.2,0,0,10.3,1016.4,,5.6
7972,43232550,1,김해시,2.4,0,0,12.9,1019.6,,9.4
7973,54703550,1,김해시,3,0,0,8.4,1018.6,,9.5
7974,54362050,1,김해시,5.4,0,0,12.3,1018.3,,8.7
7975,46310350,1,김해시,3.8,0,0,5.6,1025.7,,8.7
7976,42143550,1,김해시,5,2.5,0,4.5,1018,,0.3
7977,48493600,1,김해시,5.1,2.5,0,6.8,1015.8,,1
7978,46921400,1,김해시,4.3,0,0,6.1,1020.5,,9.1
7979,44838300,1,김해시,3.7,0,0,7.9,1023.6,,9
7980,54559100,1,김해시,6.1,0.5,0,4,1022.3,,2.2
7981,54512500,1,김해시,8.7,6,0,7.2,1016.4,,2.4
7982,46209650,1,김해시,4.1,0,0,8.5,1018.7,,5.7
7983,45946400,1,김해시,1.8,0,0,10.5,1023.5,,5.1
7984,43930550,1,김해시,4.6,0.2,0,7.8,1022.8,,0.8
7985,41415050,1,김해시,3.5,0,0,13.2,1020.7,,6.7
7986,42396000,1,김해시,0.3,0,0,9.7,1026.9,,10
7987,55699600,2,김해시,2,0,0,6.8,1029.9,,9.7
7988,53170250,2,김해시,3.4,0,0,5,1028.9,,7.7
7989,44999600,2,김해시,5.4,0,0,4.4,1025.3,,6.4
7990,44769800,2,김해시,5.1,0.2,0,7.9,1018.7,,5.2
7991,42965100,2,김해시,3.2,0,0,9.6,1020.2,,9.3
7992,40899000,2,김해시,3.6,0,0,7.7,1023.6,,9.8
7993,43035850,2,김해시,5,0,0,9.3,1017.9,,6.8
7994,50932350,2,김해시,0,0,0,15.1,1017.8,,10.1
7995,49546600,2,김해시,-2.3,0,0,11.3,1024.1,,10.4
7996,46744950,2,김해시,3.7,0,0,9.4,1015.8,,9.6
7997,46491000,2,김해시,6.2,0,0,8.9,1011.7,,8
7998,42585500,2,김해시,4.4,0,0,11.6,1009.4,,9.8
7999,41121200,2,김해시,1.7,0,0,10.3,1016.8,,9.6
8000,47034400,2,김해시,4.7,0,0,8.8,1020.4,,10.3
8001,60852150,2,김해시,6.5,0.5,0,5.9,1021.3,,0
8002,57925400,2,김해시,6.5,8.5,0,5,1012.9,,0
8003,73245000,2,김해시,6.1,0,0,11.6,1013.1,,8.5
8008,74464650,2,김해시,11.2,2,0,11.8,1013.4,,4.5
8009,59860500,2,김해시,6.4,0,0,9.7,1016.8,,6.3
8010,54417300,2,김해시,7.1,0,0,8.5,1016.1,,7.9
8011,54668950,2,김해시,8.3,0,0,6.1,1018.2,,1.7
8012,50536050,2,김해시,7.8,0,0,14.4,1014,,8
8013,44955050,2,김해시,2,0,0,9.2,1020.8,,4.6
8014,47508050,2,김해시,4.5,3.5,0,6.8,1022.5,,0
8015,64559000,3,김해시,4.5,2,0,10.5,1015.8,,7.1
8016,55022750,3,김해시,4.9,0,0,8.2,1018.2,,10.5
8017,43495350,3,김해시,3.3,10.5,0,6.7,1010.2,,0
8018,51929650,3,김해시,3.1,0,0,13.6,1012.7,,9.5
8019,47686600,3,김해시,3.3,0,0,7.8,1024.4,,7.7
8020,44626950,3,김해시,5.9,0,0,9.2,1022.2,,10.1
8021,47365800,3,김해시,7.5,0,0,6.6,1020.8,,10.4
8022,61019900,3,김해시,8.1,0,0,9.5,1020.4,,9.8
8023,52144650,3,김해시,8.6,0,0,14.8,1013.2,,8.5
8024,40550450,3,김해시,0.5,0,0,15.8,1018.8,,10.8
8025,46950400,3,김해시,4.6,0,0,17.9,1017.3,,10.4
8026,45279500,3,김해시,5.8,0,0,13.9,1018.8,,10.9
8027,41817150,3,김해시,8.3,0.4,0,8.6,1019,,4.3
8028,47676500,3,김해시,8.2,0,0,9.3,1021.3,,9.6
8029,59517200,3,김해시,10,0,0,7.9,1019.9,,8.8
8030,55565250,3,김해시,12.3,0,0,6.3,1019,,10
8031,49544400,3,김해시,13.9,0,0,10.6,1015.6,,8.1
8032,33143350,3,김해시,11.4,42.5,0,6.7,1007.5,,0
8033,55695250,3,김해시,11.8,3,0,6.2,1009.6,,4.4
8034,45871450,3,김해시,13.7,0,0,6.9,1015.9,,5.5
8035,47787950,3,김해시,15.2,0,0,8,1013.1,,9.6
8036,57213900,3,김해시,14.1,0,0,12.6,1015.5,,10.1
8037,50534400,3,김해시,9,0,0,11.6,1021.5,,11.2
8038,44563100,3,김해시,7.7,0,0,8.9,1027.8,,10.8
8039,44976600,3,김해시,8.7,0,0,8.8,1033.7,,11.1
8040,43355550,3,김해시,10.7,0,0,7.2,1029.5,,11.3
8041,42038400,3,김해시,12.2,0,0,8,1023.1,,9.2
8042,45353550,3,김해시,13.5,0,0,9.3,1015.8,,7.5
8043,58319550,3,김해시,14.9,0,0,9.1,1014.7,,10.6
8044,53974750,3,김해시,15.2,0,0,8.6,1018.3,,10.8
8045,39505750,3,김해시,13.8,3.5,0,6.6,1013.6,,0.2
8046,47668000,4,김해시,12.8,0.2,0,5.7,1012.2,,0
8047,41263000,4,김해시,14.3,7,0,14.5,1003,,2.3
8048,49722850,4,김해시,17.3,19.5,0,17,1000.2,,4.6
8049,38883800,4,김해시,11.4,37,0,9.5,1013.6,,6.2
8050,62148950,4,김해시,10.9,2,0,5,1014,,0
8051,51271000,4,김해시,11.5,10.5,0,5.1,1014.8,,0
8052,48306850,4,김해시,9.6,0,0,8.4,1021.1,,0
8053,45407300,4,김해시,9.6,0,0,7.1,1025.4,,4.8
8054,44929050,4,김해시,10.2,0,0,7.9,1022.9,,10.5
8055,42921650,4,김해시,12.2,0,0,10.1,1019.7,,9.1
8056,45560750,4,김해시,12.9,0,0,11.2,1024.2,,11.8
8057,53877150,4,김해시,13.3,0.5,0,11.6,1022.6,,5.4
8058,47702550,4,김해시,11.8,12.5,0,7.5,1011.7,,0
8059,49284400,4,김해시,11.4,8.5,0,9.9,1005.9,,10.9
8060,46754050,4,김해시,14,0,0,10.6,1007.1,,10.7
8061,42910400,4,김해시,15.4,0.5,0,14.4,1006.3,,5.5
8062,45426950,4,김해시,13.3,0,0,8.5,1015.3,,11
8063,44632600,4,김해시,13.9,3.5,0,7.1,1014.8,,6.6
8064,43377250,4,김해시,15.9,41,0,9.8,1003.1,,0
8065,60059850,4,김해시,12.7,7,0,5.3,1001.6,,0
8066,53744400,4,김해시,12.9,0,0,7.6,1013.8,,11.1
8067,48046950,4,김해시,17.2,0,0,8.3,1015.7,,11.2
8068,46214000,4,김해시,16.7,0,0,7.1,1019.7,,8.5
8069,45556750,4,김해시,17.3,0,0,6.9,1017,,10.1
8070,47189950,4,김해시,17.3,0,0,9.3,1018.7,,12.3
8071,57752750,4,김해시,19.2,0,0,7.4,1016.6,,12.4
8072,52658900,4,김해시,19.7,0,0,8.9,1015.6,,12.1
8073,45047000,4,김해시,18.2,2.5,0,8.1,1013.9,,3.4
8074,39832900,4,김해시,16.4,23.5,0,6.3,1012.4,,0
8075,51016850,4,김해시,17.8,0,0,7.2,1012.4,,1
8076,51050350,5,김해시,20.1,0,0,7.9,1013,,12.1
8077,50598150,5,김해시,20.6,0,0,7.1,1012.1,,10.9
8078,43748800,5,김해시,17.6,28.5,0,8.5,1005.9,,0
8079,60420850,5,김해시,19.9,0,0,11.3,1005.2,,9.9
8080,53086700,5,김해시,16.8,0,0,8,1008.9,,12.6
8081,52533700,5,김해시,16.9,0,0,7,1010.9,,3.2
8082,48450550,5,김해시,19.2,0,0,7.5,1011.3,,12.4
8083,45109000,5,김해시,19.4,0,0,7.8,1012.2,,10.1
8084,48237400,5,김해시,18.9,0.3,0,8.2,1010.5,,7.4
8085,59850650,5,김해시,17.7,0,0,8.5,1015.7,,11.8
8086,45558900,5,김해시,17.2,55,0,8.1,1005.5,,1.2
8087,53104650,5,김해시,17.2,17.5,0,11.2,1000.9,,7.7
8088,51229050,5,김해시,20.4,0,0,13.9,1004.3,,12.7
8089,48742800,5,김해시,19.6,0,0,7.9,1008.4,,6.7
8090,46772450,5,김해시,19.6,0.5,0,7.3,1008,,6.4
8091,49264950,5,김해시,18,0.5,0,7.7,1008.2,,9.1
8092,62271200,5,김해시,19.1,0,0,6.4,1010.1,,10.8
8093,46151300,5,김해시,15.5,22.5,0,7.6,1002.7,,0
8094,57901100,5,김해시,19,0,0,8.3,1004.8,,12.7
8095,50330050,5,김해시,19.5,0,0,10.1,1005.6,,12.2
8096,49107600,5,김해시,19.7,0,0,8.6,1012.3,,12.5
8097,49282550,5,김해시,21.8,0,0,10.1,1012.4,,11.2
8098,51651450,5,김해시,20.4,0,0,6.4,1009.6,,5.2
8099,56268950,5,김해시,21,0,0,8.3,1007.2,,12.2
8100,61959000,5,김해시,22.1,0,0,8.2,1007.2,,12.7
8101,58193550,5,김해시,24.3,0,0,7.6,1009.2,,13
8102,55966500,5,김해시,24,0,0,7.6,1009.1,,12.7
8103,52236100,5,김해시,23.3,0,0,8.3,1008.2,,9.6
8104,49545350,5,김해시,23.8,0,0,6.7,1006.1,,12.5
8105,49481750,5,김해시,20.2,3.5,0,5.1,1003,,1
8106,67782300,5,김해시,21.9,0,0,8.5,1005.8,,11.2
8107,61046450,6,김해시,22.8,0,0,7.7,1009.4,,12
8108,51719100,6,김해시,21.8,0.5,0,6,1005.7,,2.3
8109,53236100,6,김해시,22.6,0,0,8.6,1003.9,,10.1
8110,52709100,6,김해시,21.9,0,0,9.8,1010.2,,10.2
8111,41737250,6,김해시,16.2,5,0,7,1005.9,,0.2
8112,55922000,6,김해시,18.3,0,0,7.4,1009.4,,12.9
8113,68461500,6,김해시,20,0,0,7.3,1013.9,,8.1
8114,56511800,6,김해시,20.4,1.8,0,4.5,1005.2,,0
8115,57549350,6,김해시,22.3,0,0,7.5,1005.6,,9.1
8116,56506000,6,김해시,24,0,0,7.5,1008,,12.5
8117,50895750,6,김해시,22,0.3,0,6.8,1002.3,,0
8118,54241700,6,김해시,23.9,0,0,8.7,1002.7,,12.3
8119,56483300,6,김해시,21.3,0,0,7.5,1007.4,,0.1
8120,73346700,6,김해시,22.5,0,0,8.4,1007.1,,9.6
8121,63051100,6,김해시,22.3,0,0,7.1,1006.8,,3
8122,56851150,6,김해시,22.5,0,0,7.3,1004.8,,4.8
8123,55518900,6,김해시,21.7,0,0,7.2,1004.6,,0.3
8124,53205900,6,김해시,22.9,0,0,5.6,1005,,9.2
8125,53312000,6,김해시,23.6,0,0,6.1,1007.4,,12.5
8126,54170150,6,김해시,20.3,0.5,0,4.9,1009.4,,0.1
8127,72523850,6,김해시,21.2,0,0,5.6,1010.3,,5.6
8128,64909900,6,김해시,21.9,0,0,7.4,1010.3,,9.1
8129,57833750,6,김해시,23.1,0,0,7.3,1010.5,,11.6
8130,57385600,6,김해시,23.6,0,0,6.6,1008.7,,8.3
8131,48688250,6,김해시,23.1,11,0,6.1,1000.3,,10.4
8132,57245900,6,김해시,23.9,15,0,7.6,992.5,,10.7
8133,58386000,6,김해시,22,0,0,6.2,1001.8,,2.4
8134,72002750,6,김해시,22,0,0,6.9,1009.5,,12.9
8135,65537350,6,김해시,22.7,0,0,5.3,1005.8,,11.9
8136,45479300,6,김해시,21.1,14.5,0,4.5,994.5,,0.2
8137,65014900,7,김해시,23.3,0.1,0,7.7,993.2,,12.2
8138,57118600,7,김해시,23.1,0,0,8.4,1000.7,,12.4
8139,54089600,7,김해시,24.8,0,0,6.8,1004.2,,11.5
8140,56335700,7,김해시,22.3,0,0,7.4,1008.4,,8.4
8141,69741400,7,김해시,22.2,0,0,6.4,1010.9,,11.4
8142,63936300,7,김해시,22.2,0,0,7.2,1011.1,,7.1
8143,43457850,7,김해시,19.7,24,0,4.4,1010.1,,0
8144,55677650,7,김해시,21.5,27.5,0,3.8,1010.1,,0
8145,60959400,7,김해시,23.7,14,0,8.9,1013.7,,0
8146,54770550,7,김해시,25.9,0,0,9.1,1012.2,,7
8147,54778600,7,김해시,25.6,4.5,0,8.5,1008.7,,3.3
8148,52484600,7,김해시,24.9,44,0,20.5,996.1,,0
8149,84680900,7,김해시,23.9,0,0,13.9,996.5,,0.5
8150,63672150,7,김해시,25.3,0,0,8.1,1003.3,,10.6
8151,59145500,7,김해시,26.1,0,0,6.3,1004.9,,2
8152,54079000,7,김해시,23.4,0,0,8.5,1004,,9.2
8153,52394300,7,김해시,21.5,0,0,6.7,1003.4,,0.1
8154,59106700,7,김해시,23.4,0,0,6.3,1009.2,,7.6
8155,71239650,7,김해시,24.1,0.3,0,7.5,1011.1,,0.5
8156,59893400,7,김해시,24.3,2,0,4.8,1009,,0
8157,62417550,7,김해시,24.3,4,0,5.4,1007.8,,0
8158,60390300,7,김해시,24.9,1,0,6.5,1007.1,,0
8159,55413450,7,김해시,25.8,57,0,8.8,1008.5,,1.2
8160,59370150,7,김해시,25.9,1.5,0,8.8,1008,,0.2
8161,64093150,7,김해시,27,0,0,8.1,1008.8,,6.1
8162,74819000,7,김해시,28.7,0,0,7.5,1006.3,,1.7
8163,69581300,7,김해시,29.5,0,0,7.6,1007,,1
8164,65286800,7,김해시,29.6,0,0,7.3,1006.3,,0.1
8165,64087950,7,김해시,29.3,0,0,7.4,1006.7,,1.3
8166,61820050,7,김해시,29.2,0,0,7.4,1008.5,,0.5
8167,62765900,7,김해시,28.8,0,0,7.9,1008.7,,0.3
8168,63264900,8,김해시,28.5,0,0,8,1010.3,,2.5
8169,65040200,8,김해시,27.9,0,0,7,1010.7,,0.9
8170,64576600,8,김해시,28.7,0,0,6.8,1009.3,,0.8
8171,64352300,8,김해시,28.8,0,0,8.1,1007.3,,1.9
8172,66136400,8,김해시,28.6,0,0,8.2,1008.2,,3.3
8173,64426100,8,김해시,29.8,0,0,6.3,1010.8,,0.7
8174,60613700,8,김해시,30.4,0,0,7.4,1014.4,,3.3
8175,61348100,8,김해시,30.3,0,0,7,1011.8,,12
8176,69527200,8,김해시,30,0,0,7.3,1008.9,,11.1
8177,67110600,8,김해시,29.5,0,0,6.4,1007.5,,6.3
8178,59111200,8,김해시,27.4,8.5,0,6.7,1006.7,,1.6
8179,60044600,8,김해시,23.1,6.5,0,6.4,1002.7,,0
8180,61249350,8,김해시,25.7,0,0,11.8,1004.8,,9.4
8181,56611950,8,김해시,26.6,0,0,7.5,1005.4,,11.7
8182,58583400,8,김해시,27.5,0,0,6.5,1007.7,,12.2
8183,64227550,8,김해시,26.9,1.5,0,8.2,1005.7,,9.1
8184,63074550,8,김해시,25.6,3.5,0,7.8,1006.5,,4.5
8185,57545800,8,김해시,26,0,0,11.4,1011,,1.8
8186,55490900,8,김해시,26.6,0,0,5.5,1012.1,,2.1
8187,51164150,8,김해시,24.9,1.5,0,6.5,1008.4,,0
8188,48695400,8,김해시,23.4,50,0,5.4,1003.1,,1.8
8189,54527250,8,김해시,25.6,0,0,5,1005.2,,2.8
8190,64722500,8,김해시,26.1,0,0,5.2,1006.3,,1.8
8191,58081900,8,김해시,25.2,3,0,6.7,1003.5,,0
8192,43079300,8,김해시,22.5,34.5,0,10.1,992.1,,0
8193,59609150,8,김해시,23.1,0,0,6.1,1001.9,,5.6
8194,51652600,8,김해시,25.2,0,0,7.4,1007.1,,10.2
8195,48827100,8,김해시,25.3,0,0,8.3,1007.6,,11.1
8196,50747250,8,김해시,24.4,0,0,5.1,1007.7,,6
8197,62458750,8,김해시,24.3,0,0,6,1009.8,,6.3
8198,57171200,8,김해시,25,0.5,0,5.6,1011,,6.6
8199,48515600,9,김해시,23.8,7,0,8.2,1007.4,,2.2
8200,51236250,9,김해시,24.2,5.5,0,5.9,1011.4,,5
8201,50157050,9,김해시,23.4,3.5,0,7.8,1009.5,,7.5
8202,48280000,9,김해시,23.8,0,0,10.7,1012.1,,9.2
8203,46428450,9,김해시,22.8,11.5,0,6.2,1007.4,,2.6
8204,63053350,9,김해시,21.3,17.5,0,7,1003.7,,2.5
8205,56791900,9,김해시,22.2,0,0,6.9,1009.5,,10.4
8206,48928100,9,김해시,21.7,0,0,7.4,1014.3,,11.8
8207,49914550,9,김해시,22.9,0,0,7.7,1012.4,,11.1
8208,48313350,9,김해시,21.7,0,0,9.7,1012.6,,11.1
8209,46892950,9,김해시,23.2,0,0,8,1009,,10.1
8210,45448300,9,김해시,21.2,8.5,0,5.4,1008.4,,0
8211,63241800,9,김해시,20.8,0,0,7.7,1012.3,,11.7
8212,57034950,9,김해시,21,0,0,10.7,1020.6,,11.6
8213,48446100,9,김해시,21,0,0,6.9,1019.7,,11.2
8214,43406750,9,김해시,19.7,12,0,6.5,1015.8,,4.6
8215,46005850,9,김해시,18.7,39,0,7.4,1014.7,,0
8216,52809600,9,김해시,20.9,0,0,6,1015.4,,9
8217,51429300,9,김해시,21,0,0,7.2,1012.5,,10.5
8218,66322400,9,김해시,22,0,0,5.8,1011.1,,9
8219,59810200,9,김해시,22.6,0,0,7.6,1013.6,,11
8220,54406600,9,김해시,21.5,0,0,7.1,1015.6,,10.5
8221,43073150,9,김해시,19,24,0,4.5,1008,,1
8222,65890750,9,김해시,21.1,1,0,6.5,1005.4,,0.5
8223,76526450,9,김해시,22.4,0,0,5.1,1006.2,,4.8
8228,66142700,9,김해시,20.6,0,0,7.1,1017.8,,0.3
8229,50270050,10,김해시,21.2,29,0,17.7,996.4,,0
8230,60357800,10,김해시,17.5,0,0,14,1006.1,,11
8231,58449500,10,김해시,19.7,0,0,7.1,1017.5,,9.8
8232,69437850,10,김해시,19.7,0,0,5.7,1022,,8.4
8233,62200850,10,김해시,19,0,0,6.1,1021.9,,8.4
8234,55748350,10,김해시,18.9,0,0,6.3,1019.4,,10.7
8235,54901000,10,김해시,19.6,0,0,5.6,1016.3,,8.9
8236,50756000,10,김해시,18.7,0,0,4.6,1010.8,,6.3
8237,52227300,10,김해시,18.7,0,0,8.1,1009.4,,9.3
8238,53718850,10,김해시,17.3,0,0,8.6,1009.7,,9.1
8239,62671750,10,김해시,16.5,0,0,10.8,1009.6,,9.9
8240,57456300,10,김해시,15.7,0,0,9.3,1015.5,,7.4
8241,52117050,10,김해시,16.6,0,0,7.5,1019.1,,10.6
8242,51562650,10,김해시,17.8,0,0,7.1,1019.2,,10.5
8243,50087800,10,김해시,18,0,0,5.6,1019.1,,9.4
8244,49043600,10,김해시,18.8,0,0,5.6,1018,,9.3
8245,50440450,10,김해시,18.9,0,0,7,1019.2,,10.4
8246,62438750,10,김해시,19,0,0,5.9,1018.1,,10.3
8247,60581700,10,김해시,19.3,0,0,5.5,1015.6,,9.6
8248,53107750,10,김해시,19.7,0,0,8.1,1015.9,,8.9
8249,54591150,10,김해시,19.2,0,0,9.5,1017.3,,9.3
8250,51233700,10,김해시,18.7,0,0,6.7,1020.8,,7.3
8251,50651650,10,김해시,18,0,0,5.4,1017.7,,9.9
8252,51639350,10,김해시,18.5,0,0,8.5,1016.1,,9
8253,61985650,10,김해시,17.4,0,0,8,1021.3,,10.3
8254,60887100,10,김해시,15.9,0,0,9.1,1017.5,,9.3
8255,51037450,10,김해시,15.8,6,0,13.9,1006.8,,4.8
8256,53743750,10,김해시,13.6,0,0,10.3,1016.6,,10
8257,50649000,10,김해시,14.2,0,0,6.5,1020.9,,7.4
8258,47831450,10,김해시,12,0,0,8.5,1023.1,,9.6
8259,48462700,10,김해시,9.4,0,0,9.2,1027.4,,9.5
8260,60524500,11,김해시,9,0.5,0,7.9,1023.4,,0
8261,61193450,11,김해시,11.7,0.2,0,8.6,1020.5,,9.2
8262,56277700,11,김해시,13.7,0,0,6.6,1025.2,,9.5
8263,54842550,11,김해시,14.4,0,0,6.6,1027.2,,9.3
8264,54306800,11,김해시,16,0,0,5.5,1022.9,,9
8265,52629500,11,김해시,16.8,1,0,6.4,1025,,6.2
8266,43823100,11,김해시,15.8,38,0,5.7,1017.8,,0
8267,73089650,11,김해시,15.6,8.5,0,5,1015.7,,0
8268,71558400,11,김해시,14.8,3.5,0,6.3,1015,,2.3
8269,55887850,11,김해시,13.6,0,0,6.6,1019.4,,1.7
8270,54834850,11,김해시,14.8,0,0,6.7,1025.8,,5.1
8271,53667550,11,김해시,17.1,0,0,11.6,1028.3,,7.9
8272,44471350,11,김해시,13.9,13.5,0,7.2,1014.6,,0
8273,62485350,11,김해시,16,0,0,4.3,1012.4,,0
8274,71455450,11,김해시,16.4,0,0,6.5,1016.4,,6.9
8275,60336550,11,김해시,15.8,5.5,0,7.1,1015.3,,1.1
8276,64708900,11,김해시,17.1,0.1,0,5.5,1014.7,,0
8277,57953250,11,김해시,13.9,4,0,8.8,1016.9,,0
8278,59273450,11,김해시,13.6,0,0,6.5,1021.5,,1
8279,55793400,11,김해시,14.2,0.1,0,6.4,1021.7,,6.6
8280,57522100,11,김해시,12.4,0.1,0,7.8,1024.8,,1.3
8281,75313800,11,김해시,14.7,0,0,5.7,1025.9,,4.4
8282,70495800,11,김해시,14.9,0,0,5.1,1021.4,,0.5
8283,61355900,11,김해시,12.5,0,0,6.2,1022.4,,6
8284,57319950,11,김해시,8.8,0.5,0,9.1,1014.8,,0
8285,54610050,11,김해시,4.3,0,0,15.1,1012.7,,9
8286,55521550,11,김해시,4.6,0,0,12.9,1018.1,,9.3
8287,63076500,11,김해시,5.8,0,0,7.1,1027.9,,9.6
8288,78707150,11,김해시,8.2,0,0,5.1,1024.7,,6.8
8289,72674850,11,김해시,10.4,0.3,0,9.1,1021.2,,9.4
8290,65194750,12,김해시,9.9,0,0,5.6,1024.3,,8.7
8291,61788600,12,김해시,11.3,2,0,14,1011.7,,0.7
8292,62552150,12,김해시,6.5,0,0,14.8,1011.9,,7.6
8293,61776500,12,김해시,6,0,0,13.6,1017.4,,9.3
8294,71030600,12,김해시,6.9,0,0,8.8,1022.9,,4.7
8295,82530800,12,김해시,6.9,0,0,5.1,1026.2,,0
8296,73956150,12,김해시,8.4,0,0,4.2,1027,,7.7
8297,66572450,12,김해시,10.1,0,0,6.8,1029.2,,8.4
8298,64863900,12,김해시,10.6,0,0,5.6,1027.6,,3.2
8299,49919550,12,김해시,11,21,0,7,1007.7,,0
8300,68351450,12,김해시,10,7.5,0,8.5,1006.4,,0
8301,71618650,12,김해시,8.8,0,0,6.7,1022.5,,8.7
8302,82643850,12,김해시,9.5,0,0,6.9,1022.3,,7
8303,69112800,12,김해시,10,0.5,0,5.4,1018.1,,1.2
8304,61397450,12,김해시,9.9,0.5,0,8.3,1014.8,,5
8305,54768650,12,김해시,5,0,0,11.9,1015.8,,7.6
8306,51074450,12,김해시,0.5,0,0,14.2,1020.7,,8.3
8307,51564900,12,김해시,2,0,0,11,1030,,9.3
8308,56899300,12,김해시,5.4,0,0,6.4,1033.2,,8.7
8309,68394000,12,김해시,5,1,0,5.8,1027,,0
8310,66610500,12,김해시,8.1,3,0,6.7,1024.5,,6.4
8311,53431950,12,김해시,8.8,0,0,5.7,1025.5,,7.8
8312,54016050,12,김해시,9.7,2,0,6.6,1019.1,,1.8
8313,53064000,12,김해시,8.3,0,0,7.3,1015.8,,7.5
8314,55225200,12,김해시,5.1,0,0,8.9,1017.5,,8.8
8315,60418100,12,김해시,6.6,0,0,10.8,1018.2,,7.7
8316,67066950,12,김해시,4.6,0,0,7,1023.3,,8
8317,56811050,12,김해시,0.9,0,0,11.1,1029.4,,9
8318,52733300,12,김해시,2,0,0,8.7,1030.7,,9
8319,53677450,12,김해시,3.1,0,0,5.4,1027.9,,8.7
8320,55982350,12,김해시,4.6,0,0,9.5,1026.9,,8
2544,624250,1,대전,-5.6,0,0,12.6,1023,,8
2545,610750,1,대전,-4.7,0,0,8.8,1024.4,,5.4
2546,650750,1,대전,-2.9,0,0,3.7,1020.6,,8.6
2547,713250,1,대전,2,0,0,5.2,1016.8,,5
2548,673850,1,대전,3.2,6.1,0,2.7,1009.8,,4.1
2549,811000,1,대전,0,9.7,0,10.4,1009.9,,7.4
2550,566350,1,대전,-4.2,0,0,7.3,1021,,8.4
2551,544050,1,대전,-3.1,0,0,5.8,1025.2,,8.9
2552,647400,1,대전,-1.4,0.1,0,6.1,1024.5,,1
2553,537000,1,대전,1.3,0,0,7.8,1022.4,,8.4
2554,684650,1,대전,1.4,0,0,10.7,1020.1,,7.7
2555,742150,1,대전,-1.8,0,0,5,1030.6,,8.9
